List,List_Date,Title,Author,Weeks_On_List,Rank_This_Week,Publisher,Primary_ISBN_10,Primary_ISBN_13,Description
Combined Print and E-Book Nonfiction,2020-03-08,ON TYRANNY,Timothy Snyder,21,9,Tim Duggan,0804190119,9780804190114,Twenty lessons from the 20th century about the course of tyranny.
Combined Print and E-Book Nonfiction,2020-03-08,JUST MERCY,Bryan Stevenson,26,10,Spiegel & Grau,081298496X,9780812984965,A law professor and MacArthur grant recipient’s memoir of his decades of work to free innocent people condemned to death.
Combined Print and E-Book Nonfiction,2020-03-08,TALKING TO STRANGERS,Malcolm Gladwell,24,11,"Little, Brown",0316478520,9780316478526,Famous examples of miscommunication serve as the backdrop to explain potential conflicts and misunderstandings.
Combined Print and E-Book Nonfiction,2020-03-08,SAPIENS,Yuval Noah Harari,95,12,Harper,0062316117,9780062316110,How Homo sapiens became Earth’s dominant species.
Combined Print and E-Book Nonfiction,2020-03-08,BECOMING,Michelle Obama,64,13,Crown,1524763136,9781524763138,"The former first lady describes her journey from the South Side of Chicago to the White House, and how she balanced work, family and her husband’s political ascent."
Combined Print and E-Book Nonfiction,2020-03-08,THE BODY KEEPS THE SCORE,Bessel van der Kolk,12,14,Penguin,0143127748,9780143127741,"How trauma affects the body and mind, and innovative treatments for recovery."
Combined Print and E-Book Nonfiction,2020-03-08,YOU NEVER FORGET YOUR FIRST,Alexis Coe,1,15,Viking,0735224102,9780735224100,A newly researched biography of George Washington.
Combined Print and E-Book Nonfiction,2020-03-15,THE SPLENDID AND THE VILE,Erik Larson,1,1,Crown,0385348711,9780385348713,An examination of the leadership of the prime minister Winston Churchill.
Combined Print and E-Book Nonfiction,2020-03-15,THE MAMBA MENTALITY,Kobe Bryant,8,2,"Melcher Media/MCD/Farrar, Straus & Giroux",0374201234,9780374201234,Various skills and techniques used on the court by the late Los Angeles Lakers player.
Combined Print and E-Book Nonfiction,2020-03-15,UNKNOWN VALOR,Martha MacCallum,1,3,Harper,0062853856,9780062853851,The Fox News anchor weaves stories of combat veterans who fought during World War II.
Combined Print and E-Book Nonfiction,2020-03-15,THE HOPE OF GLORY,Jon Meacham,1,4,Convergent,0593236661,9780593236666,The Pulitzer Prize-winning biographer delves into the seven last sayings of Jesus as recorded in the Gospels.
Combined Print and E-Book Nonfiction,2020-03-15,OPEN BOOK,Jessica Simpson with Kevin Carr O’Leary,4,5,Dey St.,0062899961,9780062899965,"The singer, actress and fashion designer discloses times of success, trauma and addiction."
Combined Print and E-Book Nonfiction,2020-03-15,EDUCATED,Tara Westover,106,6,Random House,0399590501,9780399590504,"The daughter of survivalists, who is kept out of school, educates herself enough to leave home for university."
Combined Print and E-Book Nonfiction,2020-03-15,A VERY STABLE GENIUS,Philip Rucker and Carol Leonnig,6,7,Penguin Press,1984877496,9781984877499,The Pulitzer Prize-winning journalists use firsthand accounts to chart patterns of behavior within the Trump administration.
Combined Print and E-Book Nonfiction,2020-03-15,TALKING TO STRANGERS,Malcolm Gladwell,25,8,"Little, Brown",0316478520,9780316478526,Famous examples of miscommunication serve as the backdrop to explain potential conflicts and misunderstandings.
Combined Print and E-Book Nonfiction,2020-03-15,SAY NOTHING,Patrick Radden Keefe,10,9,Doubleday,0307279286,9780307279286,A look at the conflict in Northern Ireland known as the Troubles.
Combined Print and E-Book Nonfiction,2020-03-15,JUST MERCY,Bryan Stevenson,27,10,Spiegel & Grau,081298496X,9780812984965,A law professor and MacArthur grant recipient’s memoir of his decades of work to free innocent people condemned to death.
Combined Print and E-Book Nonfiction,2020-03-15,BECOMING,Michelle Obama,65,11,Crown,1524763136,9781524763138,"The former first lady describes her journey from the South Side of Chicago to the White House, and how she balanced work, family and her husband’s political ascent."
Combined Print and E-Book Nonfiction,2020-03-15,UNTIL THE END OF TIME,Brian Greene,2,12,Knopf,1524731676,9781524731670,"A physicist gives an overview of how we got here, where we are and directions we might go."
Combined Print and E-Book Nonfiction,2020-03-15,THE BODY KEEPS THE SCORE,Bessel van der Kolk,13,13,Penguin,0143127748,9780143127741,"How trauma affects the body and mind, and innovative treatments for recovery."
Combined Print and E-Book Nonfiction,2020-03-15,PROFILES IN CORRUPTION,Peter Schweizer,6,14,Harper,006289790X,9780062897909,The author of “Clinton Cash” gives his evaluations of members of the Democratic Party.
Combined Print and E-Book Nonfiction,2020-03-15,SAPIENS,Yuval Noah Harari,96,15,Harper,0062316117,9780062316110,How Homo sapiens became Earth’s dominant species.
Combined Print and E-Book Nonfiction,2020-03-22,THE SPLENDID AND THE VILE,Erik Larson,2,1,Crown,0385348711,9780385348713,An examination of the leadership of the prime minister Winston Churchill.
Combined Print and E-Book Nonfiction,2020-03-22,THE MAMBA MENTALITY,Kobe Bryant,9,2,"Melcher Media/MCD/Farrar, Straus & Giroux",0374201234,9780374201234,Various skills and techniques used on the court by the late Los Angeles Lakers player.
Combined Print and E-Book Nonfiction,2020-03-22,UNKNOWN VALOR,Martha MacCallum,2,3,Harper,0062853856,9780062853851,The Fox News anchor weaves stories of combat veterans who fought during World War II.
Combined Print and E-Book Nonfiction,2020-03-22,EDUCATED,Tara Westover,107,4,Random House,0399590501,9780399590504,"The daughter of survivalists, who is kept out of school, educates herself enough to leave home for university."
Combined Print and E-Book Nonfiction,2020-03-22,THE MAGA DOCTRINE,Charlie Kirk,1,5,Broadside,0062974688,9780062974686,The founder of Turning Point U.S.A. espouses some ideas promulgated by President Trump.
Combined Print and E-Book Nonfiction,2020-03-22,OPEN BOOK,Jessica Simpson with Kevin Carr O’Leary,5,6,Dey St.,0062899961,9780062899965,"The singer, actress and fashion designer discloses times of success, trauma and addiction."
Combined Print and E-Book Nonfiction,2020-03-22,BECOMING,Michelle Obama,66,7,Crown,1524763136,9781524763138,"The former first lady describes her journey from the South Side of Chicago to the White House, and how she balanced work, family and her husband’s political ascent."
Combined Print and E-Book Nonfiction,2020-03-22,SAPIENS,Yuval Noah Harari,97,8,Harper,0062316117,9780062316110,How Homo sapiens became Earth’s dominant species.
Combined Print and E-Book Nonfiction,2020-03-22,THE HOPE OF GLORY,Jon Meacham,2,9,Convergent,0593236661,9780593236666,The Pulitzer Prize-winning biographer delves into the seven last sayings of Jesus as recorded in the Gospels.
Combined Print and E-Book Nonfiction,2020-03-22,TALKING TO STRANGERS,Malcolm Gladwell,26,10,"Little, Brown",0316478520,9780316478526,Famous examples of miscommunication serve as the backdrop to explain potential conflicts and misunderstandings.
Combined Print and E-Book Nonfiction,2020-03-22,JOHN ADAMS UNDER FIRE,Dan Abrams and David Fisher,1,11,Hanover Square,1335015922,9781335015921,How the man who became the second president served as the defense lawyer for the British soldiers who stood accused in the Boston Massacre in 1770.
Combined Print and E-Book Nonfiction,2020-03-22,A VERY STABLE GENIUS,Philip Rucker and Carol Leonnig,7,12,Penguin Press,1984877496,9781984877499,The Pulitzer Prize-winning journalists use firsthand accounts to chart patterns of behavior within the Trump administration.
Combined Print and E-Book Nonfiction,2020-03-22,JUST MERCY,Bryan Stevenson,28,13,Spiegel & Grau,081298496X,9780812984965,A law professor and MacArthur grant recipient’s memoir of his decades of work to free innocent people condemned to death.
Combined Print and E-Book Nonfiction,2020-03-22,SAY NOTHING,Patrick Radden Keefe,11,14,Doubleday,0307279286,9780307279286,A look at the conflict in Northern Ireland known as the Troubles.
Combined Print and E-Book Nonfiction,2020-03-22,DARK TOWERS,David Enrich,2,15,Custom House,0062878816,9780062878816,The New York Times finance editor traces the history and illicit dealings of Deutsche Bank.
Combined Print and E-Book Nonfiction,2020-03-29,UNTAMED,Glennon Doyle,1,1,Dial,1984801252,9781984801258,The activist and public speaker describes her journey of listening to her inner voice.
Combined Print and E-Book Nonfiction,2020-03-29,THE SPLENDID AND THE VILE,Erik Larson,3,2,Crown,0385348711,9780385348713,An examination of the leadership of the prime minister Winston Churchill.
Combined Print and E-Book Nonfiction,2020-03-29,THE GIFT OF FORGIVENESS,Katherine Schwarzenegger Pratt,1,3,Pamela Dorman,1984878255,9781984878250,"Stories, interviews and reflections on the act of letting go of resentment."
Combined Print and E-Book Nonfiction,2020-03-29,THE MAMBA MENTALITY,Kobe Bryant,10,4,"Melcher Media/MCD/Farrar, Straus & Giroux",0374201234,9780374201234,Various skills and techniques used on the court by the late Los Angeles Lakers player.
Combined Print and E-Book Nonfiction,2020-03-29,EDUCATED,Tara Westover,108,5,Random House,0399590501,9780399590504,"The daughter of survivalists, who is kept out of school, educates herself enough to leave home for university."
Combined Print and E-Book Nonfiction,2020-03-29,BORN A CRIME,Trevor Noah,63,6,Spiegel & Grau,0399588183,9780399588181,A memoir about growing up biracial in apartheid South Africa by the host of “The Daily Show.”
Combined Print and E-Book Nonfiction,2020-03-29,OPEN BOOK,Jessica Simpson with Kevin Carr O’Leary,6,7,Dey St.,0062899961,9780062899965,"The singer, actress and fashion designer discloses times of success, trauma and addiction."
Combined Print and E-Book Nonfiction,2020-03-29,TALKING TO STRANGERS,Malcolm Gladwell,27,8,"Little, Brown",0316478520,9780316478526,Famous examples of miscommunication serve as the backdrop to explain potential conflicts and misunderstandings.
Combined Print and E-Book Nonfiction,2020-03-29,SAPIENS,Yuval Noah Harari,98,9,Harper,0062316117,9780062316110,How Homo sapiens became Earth’s dominant species.
Combined Print and E-Book Nonfiction,2020-03-29,SAY NOTHING,Patrick Radden Keefe,12,10,Doubleday,0307279286,9780307279286,A look at the conflict in Northern Ireland known as the Troubles.
Combined Print and E-Book Nonfiction,2020-03-29,JOHN ADAMS UNDER FIRE,Dan Abrams and David Fisher,2,11,Hanover Square,1335015922,9781335015921,How the man who became the second president served as the defense lawyer for the British soldiers who stood accused in the Boston Massacre in 1770.
Combined Print and E-Book Nonfiction,2020-03-29,CAPITAL AND IDEOLOGY,Thomas Piketty,1,12,Belknap,0674980824,9780674980822,An overview of political and economic inequality and a call for a more balanced approach to those systems.
Combined Print and E-Book Nonfiction,2020-03-29,BECOMING,Michelle Obama,67,13,Crown,1524763136,9781524763138,"The former first lady describes her journey from the South Side of Chicago to the White House, and how she balanced work, family and her husband’s political ascent."
Combined Print and E-Book Nonfiction,2020-03-29,JUST MERCY,Bryan Stevenson,29,14,Spiegel & Grau,081298496X,9780812984965,A law professor and MacArthur grant recipient’s memoir of his decades of work to free innocent people condemned to death.
Combined Print and E-Book Nonfiction,2020-03-29,THE GREAT INFLUENZA,John M Barry,1,15,Penguin,0143036491,9780143036494,An overview of the 1918 flu epidemic and cautionary tale for similar kinds of large-scale outbreaks.
Combined Print and E-Book Nonfiction,2020-04-05,THE SPLENDID AND THE VILE,Erik Larson,4,1,Crown,0385348711,9780385348713,An examination of the leadership of the prime minister Winston Churchill.
Combined Print and E-Book Nonfiction,2020-04-05,UNTAMED,Glennon Doyle,2,2,Dial,1984801252,9781984801258,The activist and public speaker describes her journey of listening to her inner voice.
Combined Print and E-Book Nonfiction,2020-04-05,EDUCATED,Tara Westover,109,3,Random House,0399590501,9780399590504,"The daughter of survivalists, who is kept out of school, educates herself enough to leave home for university."
Combined Print and E-Book Nonfiction,2020-04-05,OPEN BOOK,Jessica Simpson with Kevin Carr O’Leary,7,4,Dey St.,0062899961,9780062899965,"The singer, actress and fashion designer discloses times of success, trauma and addiction."
Combined Print and E-Book Nonfiction,2020-04-05,THE GREAT INFLUENZA,John M Barry,2,5,Penguin,0143036491,9780143036494,An overview of the 1918 flu epidemic and cautionary tale for similar kinds of large-scale outbreaks.
Combined Print and E-Book Nonfiction,2020-04-05,THE MAMBA MENTALITY,Kobe Bryant,11,6,"Melcher Media/MCD/Farrar, Straus & Giroux",0374201234,9780374201234,Various skills and techniques used on the court by the late Los Angeles Lakers player.
Combined Print and E-Book Nonfiction,2020-04-05,BECOMING,Michelle Obama,68,7,Crown,1524763136,9781524763138,"The former first lady describes her journey from the South Side of Chicago to the White House, and how she balanced work, family and her husband’s political ascent."
Combined Print and E-Book Nonfiction,2020-04-05,THE GIFT OF FORGIVENESS,Katherine Schwarzenegger Pratt,2,8,Pamela Dorman,1984878255,9781984878250,"Stories, interviews and reflections on the act of letting go of resentment."
Combined Print and E-Book Nonfiction,2020-04-05,SAPIENS,Yuval Noah Harari,99,9,Harper,0062316117,9780062316110,How Homo sapiens became Earth’s dominant species.
Combined Print and E-Book Nonfiction,2020-04-05,MAYBE YOU SHOULD TALK TO SOMEONE,Lori Gottlieb,28,10,Houghton Mifflin Harcourt,1328663043,9781328663047,A psychotherapist gains unexpected insights when she becomes another therapist’s patient.
Combined Print and E-Book Nonfiction,2020-04-05,TALKING TO STRANGERS,Malcolm Gladwell,28,11,"Little, Brown",0316478520,9780316478526,Famous examples of miscommunication serve as the backdrop to explain potential conflicts and misunderstandings.
Combined Print and E-Book Nonfiction,2020-04-05,SAY NOTHING,Patrick Radden Keefe,13,12,Doubleday,0307279286,9780307279286,A look at the conflict in Northern Ireland known as the Troubles.
Combined Print and E-Book Nonfiction,2020-04-05,JUST MERCY,Bryan Stevenson,30,13,Spiegel & Grau,081298496X,9780812984965,A law professor and MacArthur grant recipient’s memoir of his decades of work to free innocent people condemned to death.
Combined Print and E-Book Nonfiction,2020-04-05,DEADLIEST ENEMY,Michael T Osterholm and Mark Olshaker,1,14,"Little, Brown",0316343684,9780316343688,How epidemics and pandemics can disrupt everyday life and world order.
Combined Print and E-Book Nonfiction,2020-04-05,JOHN ADAMS UNDER FIRE,Dan Abrams and David Fisher,3,15,Hanover Square,1335015922,9781335015921,How the man who became the second president served as the defense lawyer for the British soldiers who stood accused in the Boston Massacre in 1770.
Combined Print and E-Book Nonfiction,2020-04-12,THE SPLENDID AND THE VILE,Erik Larson,5,1,Crown,0385348711,9780385348713,An examination of the leadership of the prime minister Winston Churchill.
Combined Print and E-Book Nonfiction,2020-04-12,UNTAMED,Glennon Doyle,3,2,Dial,1984801252,9781984801258,The activist and public speaker describes her journey of listening to her inner voice.
Combined Print and E-Book Nonfiction,2020-04-12,EDUCATED,Tara Westover,110,3,Random House,0399590501,9780399590504,"The daughter of survivalists, who is kept out of school, educates herself enough to leave home for university."
Combined Print and E-Book Nonfiction,2020-04-12,LADY IN WAITING,Anne Glenconner,1,4,Hachette,0306846365,9780306846366,A memoir that provides a look into the royal family by a lady-in-waiting to Princess Margaret.
Combined Print and E-Book Nonfiction,2020-04-12,THE GREAT INFLUENZA,John M Barry,3,5,Penguin,0143036491,9780143036494,An overview of the 1918 flu epidemic and cautionary tale for similar kinds of large-scale outbreaks.
Combined Print and E-Book Nonfiction,2020-04-12,THE OFFICE,Andy Greene,1,6,Dutton,1524744972,9781524744977,An oral history of the sitcom from its beginnings on the BBC through its nine-season run on American network TV.
Combined Print and E-Book Nonfiction,2020-04-12,THE MAMBA MENTALITY,Kobe Bryant,12,7,"Melcher Media/MCD/Farrar, Straus & Giroux",0374201234,9780374201234,Various skills and techniques used on the court by the late Los Angeles Lakers player.
Combined Print and E-Book Nonfiction,2020-04-12,OPEN BOOK,Jessica Simpson with Kevin Carr O’Leary,8,8,Dey St.,0062899961,9780062899965,"The singer, actress and fashion designer discloses times of success, trauma and addiction."
Combined Print and E-Book Nonfiction,2020-04-12,BECOMING,Michelle Obama,69,9,Crown,1524763136,9781524763138,"The former first lady describes her journey from the South Side of Chicago to the White House, and how she balanced work, family and her husband’s political ascent."
Combined Print and E-Book Nonfiction,2020-04-12,SAPIENS,Yuval Noah Harari,100,10,Harper,0062316117,9780062316110,How Homo sapiens became Earth’s dominant species.
Combined Print and E-Book Nonfiction,2020-04-12,THE GIFT OF FORGIVENESS,Katherine Schwarzenegger Pratt,3,11,Pamela Dorman,1984878255,9781984878250,"Stories, interviews and reflections on the act of letting go of resentment."
Combined Print and E-Book Nonfiction,2020-04-12,TALKING TO STRANGERS,Malcolm Gladwell,29,12,"Little, Brown",0316478520,9780316478526,Famous examples of miscommunication serve as the backdrop to explain potential conflicts and misunderstandings.
Combined Print and E-Book Nonfiction,2020-04-12,THE BODY KEEPS THE SCORE,Bessel van der Kolk,14,13,Penguin,0143127748,9780143127741,"How trauma affects the body and mind, and innovative treatments for recovery."
Combined Print and E-Book Nonfiction,2020-04-12,JUST MERCY,Bryan Stevenson,31,14,Spiegel & Grau,081298496X,9780812984965,A law professor and MacArthur grant recipient’s memoir of his decades of work to free innocent people condemned to death.
Combined Print and E-Book Nonfiction,2020-04-12,SAY NOTHING,Patrick Radden Keefe,14,15,Doubleday,0307279286,9780307279286,A look at the conflict in Northern Ireland known as the Troubles.
Combined Print and E-Book Nonfiction,2020-04-19,THE SPLENDID AND THE VILE,Erik Larson,6,1,Crown,0385348711,9780385348713,An examination of the leadership of the prime minister Winston Churchill.
Combined Print and E-Book Nonfiction,2020-04-19,UNTAMED,Glennon Doyle,4,2,Dial,1984801252,9781984801258,The activist and public speaker describes her journey of listening to her inner voice.
Combined Print and E-Book Nonfiction,2020-04-19,FRONT ROW AT THE TRUMP SHOW,Jonathan Karl,1,3,Dutton,1524745626,9781524745622,The ABC News chief White House correspondent gives his perspective on our current president and describes the shifts within their relationship.
Combined Print and E-Book Nonfiction,2020-04-19,MORE MYSELF,Alicia Keys with Michelle Burford,1,4,Flatiron,1250153298,9781250153296,The Grammy Award-winning musician retraces her path to discovering her own worth.
Combined Print and E-Book Nonfiction,2020-04-19,THE FIRST TIME,Colton Underwood,1,5,Gallery,1982139382,9781982139384,A memoir by a former N.F.L. player and reality TV star of “The Bachelor” and “The Bachelorette.”
Combined Print and E-Book Nonfiction,2020-04-19,EDUCATED,Tara Westover,111,6,Random House,0399590501,9780399590504,"The daughter of survivalists, who is kept out of school, educates herself enough to leave home for university."
Combined Print and E-Book Nonfiction,2020-04-19,"WOW, NO THANK YOU",Samantha Ir,1,7,Vintage,0525563482,9780525563488,Comedic essays by an author and blogger who splits her time between Hollywood meetings and living in a liberal suburban town in a red state.
Combined Print and E-Book Nonfiction,2020-04-19,OPEN BOOK,Jessica Simpson with Kevin Carr O’Leary,9,8,Dey St.,0062899961,9780062899965,"The singer, actress and fashion designer discloses times of success, trauma and addiction."
Combined Print and E-Book Nonfiction,2020-04-19,THE GREAT INFLUENZA,John M Barry,4,9,Penguin,1101200979,9781101200971,An overview of the 1918 flu epidemic and cautionary tale for similar kinds of large-scale outbreaks.
Combined Print and E-Book Nonfiction,2020-04-19,BECOMING,Michelle Obama,70,10,Crown,1524763136,9781524763138,"The former first lady describes her journey from the South Side of Chicago to the White House, and how she balanced work, family and her husband’s political ascent."
Combined Print and E-Book Nonfiction,2020-04-19,THE MAMBA MENTALITY,Kobe Bryant,13,11,"Melcher Media/MCD/Farrar, Straus & Giroux",0374201234,9780374201234,Various skills and techniques used on the court by the late Los Angeles Lakers player.
Combined Print and E-Book Nonfiction,2020-04-19,UNORTHODOX,Deborah Feldman,5,12,Simon & Schuster,1439187029,9781439187029,A woman breaks free of the Satmar Hasidic community in Brooklyn in which she was raised.
Combined Print and E-Book Nonfiction,2020-04-19,SAPIENS,Yuval Noah Harari,101,13,Harper,0062316117,9780062316110,How Homo sapiens became Earth’s dominant species.
Combined Print and E-Book Nonfiction,2020-04-19,MAYBE YOU SHOULD TALK TO SOMEONE,Lori Gottlieb,29,14,Houghton Mifflin Harcourt,1328663043,9781328663047,A psychotherapist gains unexpected insights when she becomes another therapist’s patient.
Combined Print and E-Book Nonfiction,2020-04-19,TALKING TO STRANGERS,Malcolm Gladwell,30,15,"Little, Brown",0316478520,9780316478526,Famous examples of miscommunication serve as the backdrop to explain potential conflicts and misunderstandings.
Combined Print and E-Book Nonfiction,2020-04-26,HIDDEN VALLEY ROAD,Robert Kolker,1,1,Doubleday,0385543778,9780385543774,"From 1945 to 1965, a family in Colorado had 12 children, six of whom went on to develop schizophrenia."
Combined Print and E-Book Nonfiction,2020-04-26,UNTAMED,Glennon Doyle,5,2,Dial,1984801252,9781984801258,The activist and public speaker describes her journey of listening to her inner voice.
Combined Print and E-Book Nonfiction,2020-04-26,THE SPLENDID AND THE VILE,Erik Larson,7,3,Crown,0385348711,9780385348713,An examination of the leadership of the prime minister Winston Churchill.
Combined Print and E-Book Nonfiction,2020-04-26,THE LAST BOOK ON THE LEFT,"Ben Kissel, Marcus Parks and Henry Zebrowski",1,4,Houghton Mifflin Harcourt,1328566315,9781328566317,A survey of serial killers from the creators of the Last Podcast on the Left.
Combined Print and E-Book Nonfiction,2020-04-26,FORTITUDE,Dan Crenshaw,1,5,Grand Central,1538733307,9781538733301,The Texas congressman and former Navy SEAL prescribes ways to overcome adversity.
Combined Print and E-Book Nonfiction,2020-04-26,FRONT ROW AT THE TRUMP SHOW,Jonathan Karl,2,6,Dutton,1524745642,9781524745646,The ABC News chief White House correspondent gives his perspective on our current president and describes the shifts within their relationship.
Combined Print and E-Book Nonfiction,2020-04-26,THE GREAT INFLUENZA,John M Barry,5,7,Penguin,1101200979,9781101200971,An overview of the 1918 flu epidemic and cautionary tale for similar kinds of large-scale outbreaks.
Combined Print and E-Book Nonfiction,2020-04-26,EDUCATED,Tara Westover,112,8,Random House,0399590501,9780399590504,"The daughter of survivalists, who is kept out of school, educates herself enough to leave home for university."
Combined Print and E-Book Nonfiction,2020-04-26,ARGUING WITH SOCIALISTS,Glenn Beck,1,9,Threshold Editions,198214050X,9781982140502,The conservative commentator espouses free-market capitalism.
Combined Print and E-Book Nonfiction,2020-04-26,THE MAMBA MENTALITY,Kobe Bryant,14,10,"Melcher Media/MCD/Farrar, Straus & Giroux",0374201234,9780374201234,Various skills and techniques used on the court by the late Los Angeles Lakers player.
Combined Print and E-Book Nonfiction,2020-04-26,A WOMAN OF NO IMPORTANCE,Sonia Purnell,4,11,Viking,None,9780735225305,The true story of a Baltimore socialite who joined a spy organization during World War II and became essential to the French Resistance.
Combined Print and E-Book Nonfiction,2020-04-26,UNORTHODOX,Deborah Feldman,6,12,Simon & Schuster,1439187029,9781439187029,A woman breaks free of the Satmar Hasidic community in Brooklyn in which she was raised.
Combined Print and E-Book Nonfiction,2020-04-26,MORE MYSELF,Alicia Keys with Michelle Burford,2,13,Flatiron,1250153298,9781250153296,The Grammy Award-winning musician retraces her path to discovering her own worth.
Combined Print and E-Book Nonfiction,2020-04-26,OPEN BOOK,Jessica Simpson with Kevin Carr O’Leary,10,14,Dey St.,0062899961,9780062899965,"The singer, actress and fashion designer discloses times of success, trauma and addiction."
Combined Print and E-Book Nonfiction,2020-04-26,BECOMING,Michelle Obama,71,15,Crown,1524763136,9781524763138,"The former first lady describes her journey from the South Side of Chicago to the White House, and how she balanced work, family and her husband’s political ascent."
Combined Print and E-Book Nonfiction,2020-05-03,UNTAMED,Glennon Doyle,6,1,Dial,1984801252,9781984801258,The activist and public speaker describes her journey of listening to her inner voice.
Combined Print and E-Book Nonfiction,2020-05-03,THE SPLENDID AND THE VILE,Erik Larson,8,2,Crown,0385348711,9780385348713,An examination of the leadership of the prime minister Winston Churchill.
Combined Print and E-Book Nonfiction,2020-05-03,THE HOUSE OF KENNEDY,James Patterson and Cynthia Fagen,1,3,"Little, Brown",None,9780316494885,A look at the achievements of the political family and what has been called “the Kennedy curse.”
Combined Print and E-Book Nonfiction,2020-05-03,HIDDEN VALLEY ROAD,Robert Kolker,2,4,Doubleday,0385543778,9780385543774,"From 1945 to 1965, a family in Colorado had 12 children, six of whom went on to develop schizophrenia."
Combined Print and E-Book Nonfiction,2020-05-03,EDUCATED,Tara Westover,113,5,Random House,0399590501,9780399590504,"The daughter of survivalists, who is kept out of school, educates herself enough to leave home for university."
Combined Print and E-Book Nonfiction,2020-05-03,FRONT ROW AT THE TRUMP SHOW,Jonathan Karl,3,6,Dutton,1524745626,9781524745622,The ABC News chief White House correspondent gives his perspective on our current president and describes the shifts within their relationship.
Combined Print and E-Book Nonfiction,2020-05-03,THE GREAT INFLUENZA,John M Barry,6,7,Penguin,0143036491,9780143036494,An overview of the 1918 flu epidemic and cautionary tale for similar kinds of large-scale outbreaks.
Combined Print and E-Book Nonfiction,2020-05-03,ABOUT YOUR FATHER AND OTHER CELEBRITIES I HAVE KNOWN,Peggy Rowe,1,8,Forefront,194867744X,9781948677448,"Stories of living with a minimalist husband, cheering her son’s celebrity and having a late career as a commercial spokesperson."
Combined Print and E-Book Nonfiction,2020-05-03,SAPIENS,Yuval Noah Harari,102,9,Harper,0062316109,9780062316103,How Homo sapiens became Earth’s dominant species.
Combined Print and E-Book Nonfiction,2020-05-03,UNORTHODOX,Deborah Feldman,7,10,Simon & Schuster,1439187029,9781439187029,A woman breaks free of the Satmar Hasidic community in Brooklyn in which she was raised.
Combined Print and E-Book Nonfiction,2020-05-03,BECOMING,Michelle Obama,72,11,Crown,1524763136,9781524763138,"The former first lady describes her journey from the South Side of Chicago to the White House, and how she balanced work, family and her husband’s political ascent."
Combined Print and E-Book Nonfiction,2020-05-03,A WOMAN OF NO IMPORTANCE,Sonia Purnell,5,12,Viking,None,9780735225305,The true story of a Baltimore socialite who joined a spy organization during World War II and became essential to the French Resistance.
Combined Print and E-Book Nonfiction,2020-05-03,FORTITUDE,Dan Crenshaw,2,13,Grand Central,1538733307,9781538733301,The Texas congressman and former Navy SEAL prescribes ways to overcome adversity.
Combined Print and E-Book Nonfiction,2020-05-03,THE MAMBA MENTALITY,Kobe Bryant,15,14,"Melcher Media/MCD/Farrar, Straus & Giroux",0374201234,9780374201234,Various skills and techniques used on the court by the late Los Angeles Lakers player.
Combined Print and E-Book Nonfiction,2020-05-03,BORN A CRIME,Trevor Noah,64,15,Spiegel & Grau,0399588191,9780399588198,A memoir about growing up biracial in apartheid South Africa by the host of “The Daily Show.”
Combined Print and E-Book Nonfiction,2020-05-10,UNTAMED,Glennon Doyle,7,1,Dial,1984801252,9781984801258,The activist and public speaker describes her journey of listening to her inner voice.
Combined Print and E-Book Nonfiction,2020-05-10,THE SPLENDID AND THE VILE,Erik Larson,9,2,Crown,0385348711,9780385348713,An examination of the leadership of the prime minister Winston Churchill.
Combined Print and E-Book Nonfiction,2020-05-10,EDUCATED,Tara Westover,114,3,Random House,0399590501,9780399590504,"The daughter of survivalists, who is kept out of school, educates herself enough to leave home for university."
Combined Print and E-Book Nonfiction,2020-05-10,HIDDEN VALLEY ROAD,Robert Kolker,3,4,Doubleday,038554376X,9780385543767,"From 1945 to 1965, a family in Colorado had 12 children, six of whom went on to develop schizophrenia."
Combined Print and E-Book Nonfiction,2020-05-10,THE GREAT INFLUENZA,John M Barry,7,5,Penguin,0143036491,9780143036494,An overview of the 1918 flu epidemic and cautionary tale for similar kinds of large-scale outbreaks.
Combined Print and E-Book Nonfiction,2020-05-10,THE HOUSE OF KENNEDY,James Patterson and Cynthia Fagen,2,6,"Little, Brown",0316454486,9780316454483,A look at the achievements of the political family and what has been called “the Kennedy curse.”
Combined Print and E-Book Nonfiction,2020-05-10,BECOMING,Michelle Obama,73,7,Crown,1524763136,9781524763138,"The former first lady describes her journey from the South Side of Chicago to the White House, and how she balanced work, family and her husband’s political ascent."
Combined Print and E-Book Nonfiction,2020-05-10,I'M YOUR HUCKLEBERRY,Val Kilmer,1,8,Simon & Schuster,1982144890,9781982144890,"The actor recalls his career highlights, romances and the toll cancer has taken on his voice."
Combined Print and E-Book Nonfiction,2020-05-10,FORTITUDE,Dan Crenshaw,3,9,Grand Central,1538733293,9781538733295,The Texas congressman and former Navy SEAL prescribes ways to overcome adversity.
Combined Print and E-Book Nonfiction,2020-05-10,THE MAMBA MENTALITY,Kobe Bryant,16,10,"Melcher Media/MCD/Farrar, Straus & Giroux",0374201234,9780374201234,Various skills and techniques used on the court by the late Los Angeles Lakers player.
Combined Print and E-Book Nonfiction,2020-05-10,FRONT ROW AT THE TRUMP SHOW,Jonathan Karl,4,11,Dutton,1524745626,9781524745622,The ABC News chief White House correspondent gives his perspective on our current president and describes the shifts within their relationship.
